#Ribo-seq raw count
len_ribo	es1_ribo	es2_ribo	es3_ribo	npc1_ribo	npc2_ribo	npc3_ribo
AL139339.1	657	0	0	0	0	0	0
CALHM1	3053	0	0	0	0	0	0
CALHM3	1652	0	0	0	0	0	2
NEURL1-AS1	1017	0	0	0	0	0	0
NEURL1	4961	1	0	0	0	4	0
AL121929.1	524	0	0	0	0	0	0
AL121929.3	1942	0	0	0	0	0	0
SH3PXD2A	11756	31	11	25	124	183	212
AL121929.2	1432	0	0	0	0	0	0
SH3PXD2A-AS1	2217	0	0	0	0	0	0
AL133355.1	2388	0	0	0	0	0	0
STN1	6569	10	4	11	18	15	20
SLK	8035	113	46	122	413	509	538
RN7SL524P	300	0	0	0	0	0	0
COL17A1	6989	1	4	3	5	3	14
MIR936	98	0	0	0	0	0	0
SFR1	1812	10	8	25	5	14	18
CFAP43	7184	1	0	3	3	5	4
MIR609	95	0	0	0	0	0	0
GSTO1	1691	233	197	284	25	64	56
MIR4482	70	0	0	0	0	0	0
GSTO2	9926	68	59	69	30	50	39
ITPRIP	7296	96	112	122	19	27	29
AL162742.1	244	0	0	0	0	0	0
AL162742.2	172	0	0	0	0	0	0
ITPRIP-AS1	954	0	0	0	0	0	0
CFAP58-DT	795	3	0	0	0	0	0
CFAP58	3491	7	1	4	4	13	9
LINC02620	1013	0	0	0	0	0	0
AL161646.1	1343	1	0	0	0	0	0
SORCS3	5582	4	8	2	0	0	1
SORCS3-AS1	1278	0	0	0	0	0	0
RNU6-463P	107	1	1	0	0	1	1
PPIAP38	483	2	1	1	0	0	0
YWHAZP5	730	0	0	1	1	0	0
LINC02627	2336	0	0	0	0	0	0
AL731574.1	1029	0	0	0	0	0	0
AL589166.1	500	0	0	0	0	0	0
LINC02624	2541	0	0	0	0	0	0
RPL23AP59	461	0	0	0	0	0	0
SORCS1	9964	11	14	10	31	31	44
AL133395.1	883	0	0	0	0	0	0
RNA5SP325	130	245	198	338	245	214	216
RNA5SP326	110	0	0	0	0	0	0
LINC01435	6642	0	0	0	0	0	0
PTGES3P5	434	0	0	0	0	0	0
AL353740.1	575	0	0	0	0	0	0
LINC02661	794	0	0	0	0	0	0
MAPKAPK5P1	1376	0	0	0	0	0	0
RN7SKP278	342	0	0	0	0	0	0
RNU5B-6P	68	0	0	0	0	0	0
RNU6-839P	108	0	0	0	0	0	0
PHB2P1	890	0	0	1	0	0	0
BTF3P15	336	0	0	0	0	0	0
AL390123.1	237	0	0	0	0	0	0
XIAPP1	600	0	0	0	0	0	0
RPL21P91	479	0	0	0	0	0	0
XPNPEP1	6691	236	99	264	492	574	662
RNU4-5P	135	0	0	0	0	0	1
ADD3-AS1	9085	1	0	0	2	1	3
ADD3	6541	377	159	377	754	849	961
SNRPGP12	213	0	0	0	0	0	0
MXI1	5907	27	44	36	237	217	318
AL360182.2	470	0	0	0	0	0	0
AL360182.1	468	0	0	0	0	0	0
SMNDC1	5417	157	77	170	128	157	135
AL355512.1	3430	0	0	0	0	0	0
HMGB3P5	612	1	0	0	0	0	0
DUSP5	2535	91	55	117	21	14	37
RPL7P35	740	0	0	0	0	0	0
SMC3	4275	491	112	495	909	963	1139
RBM20	8222	2	0	0	1	2	4
RN7SKP288	268	0	0	0	0	0	0
RNA5SP327	101	0	0	0	0	1	1
AL136368.1	401	0	0	0	0	0	0
PDCD4-AS1	778	0	1	0	3	3	0
PDCD4	4547	44	10	34	75	135	136
MIR4680	66	0	0	0	0	0	0
BBIP1	8444	4	4	10	11	13	16
AL158163.2	700	0	0	0	0	0	0
AL158163.1	1649	0	0	0	0	0	0
SHOC2	4429	43	29	23	32	33	43
RPL13AP6	612	0	1	0	0	0	1
MIR548E	88	1	0	1	0	0	1
ADRA2A	3745	1	4	3	0	2	0
AL355863.1	293	0	0	0	0	0	0
BTBD7P2	620	0	0	0	0	0	0
AC021035.1	427	0	0	0	0	0	0
RPS6P15	751	0	0	0	0	1	1
AL136119.1	2004	0	0	2	0	0	0
GPAM	9809	81	73	117	92	69	75
TECTB	3935	0	0	0	0	0	0
MIR6715B	77	0	0	0	0	0	0
MIR6715A	79	0	0	0	0	0	0
GUCY2GP	3268	0	0	0	0	0	0
ACSL5	4236	0	0	0	0	0	0
AL157786.1	3256	0	0	0	0	0	0
ZDHHC6	3748	28	16	25	50	38	43
VTI1A	8408	56	38	65	74	88	87
AC022018.1	241	2	0	2	0	0	1
MIR4295	85	0	0	0	0	0	0
AL139120.1	358	0	0	0	0	0	0
AL158212.5	1239	0	0	0	0	0	0
AL158212.3	4237	0	0	0	0	0	0
AL158212.4	1286	0	0	0	0	0	0
AL158212.1	315	0	0	0	1	0	0
TCF7L2	6739	201	97	246	438	463	717
AL158212.2	460	2	0	2	1	7	0
RPS15AP30	390	0	0	0	0	0	0
RNU7-165P	60	0	0	0	0	0	0
AL133482.1	3611	0	0	0	0	0	0
PPIAP39	498	0	0	0	0	0	0
HABP2	3630	0	0	0	0	0	0
NRAP	5724	0	0	0	6	4	8
CASP7	3528	9	3	5	40	70	63
AL592546.1	692	0	0	0	0	0	0
PLEKHS1	5594	0	0	0	0	0	0
MIR4483	62	0	0	0	0	0	0
DCLRE1A	4582	33	27	49	30	47	52
NHLRC2	11223	146	57	159	103	147	205
AL592546.2	2559	0	0	0	0	0	0
ADRB1	2853	77	71	76	137	95	204
AC022023.1	1936	0	0	0	0	0	0
RNU6-709P	104	0	0	0	0	0	0
UBE2V1P5	405	0	0	0	0	0	0
CCDC186	9003	13	10	17	118	126	99
RF02277	125	0	0	0	0	0	0
MIR2110	75	0	0	0	0	0	0
TDRD1	5256	12	2	3	0	0	0
VWA2	6353	19	26	21	18	15	10
AURKAP2	333	0	0	0	0	0	0
AC005383.1	534	0	0	0	0	0	0
AFAP1L2	5789	14	1	7	152	139	174
RN7SL384P	298	0	0	0	0	0	0
AL133384.2	2954	0	0	0	0	0	0
ABLIM1	10231	232	142	150	781	657	1030
AL133384.1	351	0	0	0	0	0	0
PPIAP19	492	1	0	3	0	0	0
AL137025.1	3038	0	0	0	0	0	0
TAF9BP2	499	0	0	0	0	0	0
FAM160B1	6216	99	29	92	123	181	176
RPL15P13	645	0	0	1	0	0	0
TRUB1	3599	65	22	77	43	64	86
RNU6-1121P	109	0	0	0	0	0	0
LINC02626	344	0	0	0	0	0	0
ATRNL1	9957	62	46	73	5	4	17
AC016042.1	6449	0	0	0	0	0	0
NTAN1P1	646	0	0	0	0	0	0
GFRA1	9678	1	7	6	6	16	19
AC012470.1	2848	0	0	0	0	0	0
CCDC172	1757	0	10	6	0	1	1
SNRPGP6	220	0	0	0	0	0	0
PNLIPRP3	2374	0	0	0	0	0	0
HMGB3P8	577	0	0	0	0	0	1
RNU6-1090P	94	0	0	0	0	0	0
PNLIP	1539	0	0	0	0	0	0
PNLIPP1	675	0	0	0	0	0	0
PNLIPRP1	4986	0	0	0	0	0	0
PNLIPRP2	1574	0	1	0	0	0	0
C10orf82	2411	10	15	27	24	32	28
AC016825.1	883	0	0	0	0	0	0
HSPA12A	11834	11	10	12	9	17	15
RPL5P27	881	0	0	0	0	0	0
ENO4	3164	0	2	1	3	2	1
SHTN1	8252	36	19	25	140	135	199
AC023283.1	955	0	0	0	0	0	0
AC012308.1	178	0	0	0	0	0	0
VAX1	5788	0	0	0	7	12	18
MIR3663HG	3565	0	0	0	0	1	0
MIR3663	97	0	0	0	3	2	4
RPL12P26	487	0	0	0	0	0	0
KCNK18	1155	0	0	0	0	0	0
AL731557.1	744	0	0	0	0	0	0
SLC18A2	4125	29	41	26	18	11	20
AL391988.1	1553	0	0	0	0	0	0
PDZD8	9854	10	6	9	108	114	130
AC005871.2	526	0	0	1	0	0	0
EMX2OS	8918	0	0	1	27	25	34
EMX2	3261	0	5	0	48	53	68
AC005871.1	475	0	0	0	0	0	0
LINC02674	1097	0	0	1	0	0	0
AL513324.1	2215	0	0	0	0	0	0
RAB11FIP2	6507	13	8	8	181	219	253
AC022395.1	2085	0	0	0	0	0	0
CASC2	14972	41	65	225	207	79	355
AL354863.1	4834	0	0	0	0	7	1
FAM204A	15023	37	19	35	117	140	179
LINC00867	4155	0	0	0	0	0	0
SLC25A18P1	454	0	0	0	0	0	0
PRLHR	5506	0	0	0	0	0	0
TOMM22P5	439	0	0	1	0	0	1
CACUL1	12406	62	37	39	106	123	172
AL139407.1	1175	0	0	0	0	0	0
AL157388.1	3105	0	0	0	2	0	4
RPL17P36	549	0	0	0	0	0	0
LDHAP5	622	3	1	2	2	1	4
NANOS1	4017	1	0	3	10	7	6
EIF3A	7101	3409	1431	3347	6689	6992	8654
SNORA19	128	3	4	4	9	32	11
AL355598.1	202	0	0	0	0	0	0
FAM45A	6291	18	22	14	29	30	47
SFXN4	1868	59	98	79	34	33	64
PRDX3	3379	1461	1109	1656	776	941	1069
GRK5	7000	9	7	2	135	124	186
GRK5-IT1	400	0	0	0	0	0	0
RN7SL749P	290	0	0	0	0	0	0
AL583824.1	1524	0	0	0	0	0	1
MIR4681	72	0	0	0	0	0	0
RGS10	1274	64	71	66	52	31	92
AC012468.1	430	0	0	0	0	0	0
TIAL1	7355	280	204	302	158	184	237
RAD1P1	813	0	0	0	0	0	0
RPS8P4	627	0	0	0	1	0	1
BAG3	2747	54	20	77	34	57	62
TXNP1	371	0	0	1	0	0	0
INPP5F	7479	109	75	121	125	117	135
RN7SL846P	292	0	0	0	0	0	0
PHACTR2P1	1573	0	0	0	0	0	0
AL133461.1	268	0	0	0	0	0	0
MCMBP	6000	457	233	574	148	234	232
SEC23IP	7847	176	88	189	65	102	122
MIR4682	80	0	0	0	0	0	0
NACAP2	624	0	1	0	0	0	2
AL355298.1	180	0	0	0	0	0	0
RPL21P16	483	0	0	0	0	0	0
AC073587.1	876	0	0	0	0	0	0
PLPP4	1785	0	0	5	0	0	0
LINC01561	2176	0	0	0	0	0	0
AC023282.1	6431	0	0	0	0	0	0
WDR11-AS1	6711	1	1	0	4	1	2
AL391425.1	1994	0	0	0	0	0	0
WDR11	10707	238	98	270	156	222	222
AC010998.2	625	0	0	0	0	0	0
AC010998.1	943	0	0	0	0	0	0
AC010998.3	631	0	0	0	0	0	0
RPL19P16	588	2	0	1	1	0	2
LINC01153	2864	0	0	0	0	0	0
RN7SKP167	285	0	0	0	0	0	0
FGFR2	7578	97	90	141	450	540	633
AC009988.1	310	0	0	0	0	0	0
RPS15AP5	388	0	0	0	0	0	0
AC025947.1	299	0	0	0	0	0	0
ATE1	5720	89	61	93	155	166	182
ATE1-AS1	1172	1	0	0	0	0	0
AL731566.2	317	0	0	0	0	0	0
NSMCE4A	3543	263	196	331	330	458	477
AL731566.1	1937	0	0	0	0	0	0
TACC2	18855	274	174	265	629	794	833
AC063960.1	817	0	0	0	0	0	0
AC063960.2	4399	0	0	1	0	0	0
BTBD16	2406	0	0	0	0	0	2
RNU6-728P	104	0	0	0	0	0	0
PLEKHA1	23986	65	60	66	102	95	99
MIR3941	103	0	0	0	0	1	0
BX842242.1	2945	0	0	0	0	0	0
ARMS2	818	0	0	0	0	0	0
HTRA1	2250	127	191	215	106	60	98
DMBT1	9379	1	0	1	0	0	0
AL603764.1	210	0	0	0	0	0	0
AL603764.2	892	0	0	0	0	0	0
C10orf120	1064	0	0	0	0	0	0
DMBT1P1	8141	0	0	0	1	0	1
CUZD1	2837	0	0	0	0	0	0
AC073585.2	2571	0	0	0	0	0	0
FAM24B	1177	0	0	0	0	0	0
AC073585.1	2135	2	0	3	1	3	0
FAM24A	596	0	0	0	0	0	0
C10orf88	3083	15	18	27	20	32	37
PSTK	6118	7	9	21	47	43	52
IKZF5	4934	6	5	9	21	25	22
ACADSB	6255	38	27	48	21	22	19
HMX3	2855	1	0	2	3	2	0
HMX2	1628	1	2	0	0	0	1
BUB3	8175	1036	722	1281	448	657	638
RPS26P39	341	0	0	0	0	0	0
AL160290.2	165	0	0	0	0	0	0
LINC02641	5317	0	0	0	1	0	0
AL160290.1	416	0	0	0	0	0	0
AL357127.2	600	0	0	0	0	0	0
AL357127.1	438	0	0	0	0	0	0
GPR26	7514	0	1	0	0	0	0
CPXM2	4856	19	23	13	3	12	14
AC009987.1	806	0	0	0	0	0	0
AC068058.1	389	0	0	0	0	0	0
BX469938.1	632	0	0	0	0	0	0
YBX2P1	760	0	0	1	0	1	1
AL683842.1	525	0	0	0	0	0	0
CHST15	6543	27	20	38	52	54	72
OAT	3388	1041	401	1123	143	228	245
NKX1-2	3211	32	45	43	1	0	1
AL445237.1	1638	0	0	0	0	0	0
LHPP	4075	84	63	118	33	36	37
RPS10P18	495	0	1	0	0	0	0
AC068896.1	3422	0	0	0	0	0	0
FAM53B	6533	1	0	2	3	6	3
AL513190.1	727	0	0	1	0	0	0
FAM53B-AS1	1760	0	0	0	0	0	0
EEF1AKMT2	5819	21	10	34	37	35	48
ABRAXAS2	2955	70	37	94	107	110	153
NPM1P31	764	4	2	0	0	2	0
AL731577.2	555	0	2	0	1	1	3
ZRANB1	5993	33	17	43	64	71	85
AL731577.1	830	0	0	0	0	0	0
CTBP2	11056	242	177	317	174	144	202
AL731571.1	5428	0	0	0	0	1	0
MIR4296	88	0	0	0	0	0	0
AL157888.1	593	1	0	0	0	0	1
MRPS21P6	261	0	1	5	1	0	0
RPS27P18	247	0	0	0	0	0	0
TEX36-AS1	749	0	0	0	0	0	0
TEX36	1308	0	0	0	0	0	0
ALDOAP2	1076	4	0	2	1	0	2
AL158835.1	4558	0	0	0	0	0	0
EDRF1-DT	3432	2	0	0	1	2	0
AL158835.3	565	0	0	0	0	0	0
AL158835.2	300	0	0	0	0	0	0
EDRF1	7741	69	35	66	46	78	81
EDRF1-AS1	1989	0	0	0	0	0	0
MMP21	3441	0	0	0	1	0	0
UROS	9505	30	22	19	23	18	30
MIR4484	83	0	0	0	0	0	0
BCCIP	4496	136	94	175	100	169	162
DHX32	3948	41	41	42	86	75	105
RNU2-42P	113	0	0	0	0	0	0
FANK1	3384	3	2	2	14	16	26
GNG10P1	199	0	0	0	0	0	0
FANK1-AS1	428	0	0	0	0	0	0
ADAM12	9860	3	1	1	4	8	14
RNA5SP328	109	0	0	0	0	0	0
SAR1AP2	594	0	0	0	0	0	0
AL589787.2	3859	0	0	0	0	0	0
LINC00601	1168	0	0	0	0	0	0
C10orf90	5412	2	4	9	1	0	0
AL589787.1	2971	0	0	0	0	0	0
DOCK1	8142	216	117	194	794	833	1115
AL359094.1	4231	0	0	0	0	0	0
AL359094.2	750	0	0	0	0	0	0
INSYN2A	4840	0	0	6	0	2	3
NPS	270	0	0	0	0	0	0
AL391005.1	2435	1	2	1	3	0	0
FOXI2	3217	12	12	32	28	28	59
BUB1P1	607	0	0	0	0	0	0
CLRN3	1146	0	0	0	0	0	0
PTPRE	11235	5	0	0	6	6	8
AL158166.2	748	0	0	0	0	0	0
AL158166.1	371	0	0	0	0	0	0
AL390236.1	2013	0	0	0	0	0	0
MKI67	12845	388	109	349	1194	1346	1849
LINC01163	3190	0	0	0	0	0	0
AL390763.1	346	0	0	0	0	0	0
LINC02667	1877	2	0	0	0	0	0
AL355537.1	375	0	0	0	0	0	0
AL355537.2	1704	0	0	0	0	0	0
AL391869.1	475	0	0	0	0	0	0
AL359508.1	1267	0	0	0	0	0	0
MGMT	6527	90	69	123	113	149	141
AL355531.1	2978	0	0	0	0	0	0
AL157832.2	2345	0	0	0	0	0	0
AL157832.1	495	0	0	0	0	0	0
LINC02666	1005	0	0	0	0	0	0
EBF3	4623	1	5	0	0	0	3
AL354950.2	290	0	0	0	0	0	0
MIR4297	76	0	0	0	0	0	0
AL354950.1	568	0	0	0	0	0	0
AL354950.3	1053	0	0	0	0	0	0
C10orf143	6811	0	0	4	1	0	0
AL139123.1	430	0	0	0	0	0	0
CTAGE7P	2436	0	0	3	0	0	1
PPIAP32	472	0	0	1	0	0	0
GLRX3	5189	510	363	640	129	191	192
LINC02646	1830	0	0	0	0	1	0
AL157712.1	2055	0	0	0	0	0	0
AC016816.1	836	0	0	0	0	0	0
MIR378C	81	0	2	0	0	0	0
TCERG1L	5258	15	21	25	13	15	17
TCERG1L-AS1	472	0	0	0	0	0	0
LINC01164	3608	0	1	0	2	1	3
AL450307.1	3009	0	0	1	2	0	0
AL607033.1	1599	0	0	0	0	0	0
FP565171.1	1535	0	0	0	1	2	0
PPP2R2D	7392	91	60	100	169	179	262
BNIP3	5325	105	70	108	141	138	163
AL162274.2	332	0	0	0	0	0	0
AL162274.1	1098	2	4	5	0	0	0
AL162274.3	3109	0	0	2	0	0	0
JAKMIP3	14669	16	19	30	19	28	25
AL512622.1	798	0	0	0	1	2	0
DPYSL4	3111	122	82	141	215	295	371
STK32C	3553	28	17	22	57	55	86
LRRC27	11500	8	9	16	56	71	91
PWWP2B	2647	7	5	14	5	13	21
AL451069.2	297	0	0	0	0	0	0
AL451069.3	1013	0	0	0	0	0	0
C10orf91	2040	0	0	0	0	0	0
AL451069.1	2466	0	0	0	0	0	0
LINC01165	1623	0	0	0	0	0	0
INPP5A	3739	14	15	24	46	57	95
NKX6-2	2770	3	3	9	12	5	18
CFAP46	10698	0	0	0	2	8	6
LINC01166	2619	0	0	0	0	0	0
LINC01167	604	0	0	0	0	0	0
LINC01168	5997	0	0	0	0	0	0
ADGRA1	6503	0	0	1	3	1	1
ADGRA1-AS1	5419	1	0	1	2	1	1
RPL5P28	693	1	0	1	0	0	0
KNDC1	8213	46	53	42	23	38	61
UTF1	1214	855	698	1017	18	18	41
VENTX	2459	131	128	186	1	17	18
MIR202HG	1307	0	0	0	0	1	0
MIR202	110	0	0	0	0	0	0
AL592071.1	408	0	0	0	0	0	0
ADAM8	4763	13	21	7	10	9	20
TUBGCP2	7697	304	135	318	415	364	591
AL360181.2	626	0	0	0	2	3	2
ZNF511	2289	13	11	23	19	10	19
ZNF511-PRAP1	1044	0	0	0	0	0	0
CALY	3010	0	5	3	6	8	8
BANF1P2	264	0	0	0	0	0	0
AL360181.1	184	0	0	0	1	1	1
PRAP1	749	0	0	0	0	0	0
FUOM	1270	106	99	91	50	48	74
ECHS1	1277	323	317	451	157	208	304
MIR3944	108	0	0	0	0	0	1
AL360181.4	134	0	0	0	0	0	0
PAOX	2250	1	0	4	5	5	10
AL360181.3	2881	0	0	0	0	0	0
MTG1	5308	32	30	38	11	12	13
SPRN	3128	0	1	1	5	4	2
OR6L2P	925	0	0	0	0	0	0
SCART1	8015	1	119	94	1	7	3
OR7M1P	533	0	0	0	0	0	0
CYP2E1	9622	3	1	2	0	2	2
AL161645.1	1255	0	0	0	0	0	0
AL161645.2	767	0	0	0	0	0	0
SYCE1	3874	0	0	0	0	0	2
AL731769.2	5662	0	0	0	0	0	0
OR6L1P	910	0	0	0	0	0	0
AL731769.1	500	0	0	0	0	0	0
FRG2B	2097	0	0	0	0	0	0
RARRES2P2	485	0	0	0	0	0	0
AGGF1P2	2106	0	0	0	0	0	0
CLUHP5	774	0	0	0	0	0	0
DUX4L28	678	0	0	0	0	0	0
DUX4L25	1269	0	0	0	0	0	0
DUX4L24	1269	0	0	0	0	0	0
DUX4L23	1269	0	0	0	0	0	0
DUX4L22	1269	0	0	0	0	0	0
DUX4L21	1269	0	0	0	0	0	0
DUX4L20	1269	0	0	0	0	0	0
DUX4L29	679	0	0	0	0	0	0
DUX4L10	1267	0	0	0	0	0	0
DUX4L11	1267	0	0	0	0	0	0
DUX4L12	1267	0	0	0	0	0	0
DUX4L13	1267	0	0	0	0	0	0
DUX4L14	1267	0	0	0	0	0	0
DUX4L15	1267	0	0	0	0	0	0
RPL23AP60	454	0	0	0	0	0	0
BX322534.1	241	0	0	0	0	0	0
WBP1LP10	364	0	0	0	0	0	0
OR4F2P	938	0	0	0	0	0	0
AC069287.1	723	0	0	0	0	0	0
CICP23	2741	0	0	0	0	0	0
LINC01001	3823	0	0	0	0	0	0
AC069287.3	589	0	0	0	0	0	0
RNU6-447P	104	0	0	0	0	0	0
BET1L	3868	41	31	55	36	38	46
SCGB1C1	431	0	0	0	0	0	0
ODF3	3110	0	0	0	0	0	0
AC069287.2	574	0	0	0	0	0	0
RIC8A	6685	221	174	307	139	215	220
MIR6743	71	0	0	0	0	0	0
SIRT3	5553	34	33	43	25	39	64
PSMD13	4347	788	452	978	327	470	606
AC136475.10	385	0	0	0	0	0	0
NLRP6	3207	0	0	2	1	0	0
AC136475.3	860	6	2	0	0	1	2
PGGHG	5260	77	43	58	89	118	170
IFITM5	736	0	0	0	0	0	0
AC136475.6	289	0	0	0	0	0	0
IFITM2	1543	37	51	41	33	50	50
AC136475.2	392	0	0	0	0	0	0
IFITM1	936	631	966	709	147	149	250
AC136475.1	1887	0	0	0	0	0	0
IFITM3	1151	275	306	327	140	113	198
AC136475.4	280	0	0	0	0	0	0
AC136475.8	386	0	0	0	0	0	0
AC136475.7	592	0	0	0	0	0	0
AC136475.5	1277	0	0	0	0	0	0
AC136475.9	497	0	0	0	0	0	0
B4GALNT4	4059	124	103	85	566	653	976
PKP3	3795	12	1	25	12	11	16
SIGIRR	3496	250	249	305	83	93	125
ANO9	6207	7	5	6	6	7	6
RN7SL838P	295	24	89	41	34	12	41
PTDSS2	6114	182	299	223	266	305	428
AC138230.1	664	0	0	0	0	0	0
RNH1	7374	273	144	339	164	270	380
AC137894.3	944	0	0	0	1	0	0
AC137894.1	547	0	0	0	0	1	0
HRAS	1880	61	49	57	90	70	82
LRRC56	2765	8	0	1	11	14	13
LMNTD2	2898	9	9	2	17	10	11
AP006284.1	2418	0	0	0	2	4	2
RASSF7	2514	46	40	73	31	40	59
MIR210HG	2321	13	3	18	9	1	9
MIR210	110	0	0	1	2	4	6
PHRF1	5785	244	75	204	403	603	682
IRF7	2612	42	19	55	49	71	50
CDHR5	3873	1	0	0	4	2	0
SCT	526	0	12	9	0	2	1
DRD4	1477	10	11	6	25	16	34
DEAF1	4452	75	54	52	199	230	302
AC131934.1	912	0	0	0	0	2	0
EPS8L2	5689	38	42	78	170	214	255
TMEM80	4071	57	61	80	39	46	51
AP006621.4	532	0	0	0	0	0	0
TALDO1	2907	2227	1252	2694	924	963	1142
GATD1	5510	100	63	79	84	124	158
AP006621.3	1489	4	3	7	9	15	21
AP006621.5	1139	0	0	3	0	1	0
AP006621.2	284	0	0	0	4	0	0
CEND1	1628	2	3	1	0	0	3
SLC25A22	4595	152	137	208	189	219	316
PANO1	1675	0	0	1	0	1	4
PIDD1	5855	39	28	53	73	104	99
RPLP2	1637	1935	2895	2721	1829	1948	2356
SNORA52	134	0	0	0	0	0	0
PNPLA2	3831	118	172	158	67	79	125
AP006621.1	792	9	2	5	2	3	4
CRACR2B	4224	33	34	43	7	15	33
CD151	3894	528	854	747	576	566	717
POLR2L	1126	677	784	856	496	515	741
TSPAN4	5837	258	288	323	195	186	322
AP006623.1	2061	0	0	0	0	0	0
CHID1	5984	233	341	300	339	302	462
AP2A2	9638	489	263	432	477	606	906
RNU6-1025P	104	0	0	0	0	0	0
MUC6	8438	0	0	1	4	5	3
LINC02688	3443	1	2	0	0	0	1
MUC2	12667	0	0	0	2	0	1
MUC5AC	17448	0	0	0	0	0	1
AC061979.1	912	0	4	6	5	6	3
MUC5B	18598	3	2	1	0	4	5
MUC5B-AS1	434	0	0	0	0	0	0
MIR6744	66	0	0	0	0	0	0
TOLLIP	5983	85	80	87	73	73	82
TOLLIP-AS1	939	0	1	2	0	2	3
AC136297.1	3283	5	0	0	5	1	1
LINC02689	1458	0	0	0	0	0	0
BRSK2	6903	45	70	61	216	248	333
AC091196.1	2432	0	0	0	0	3	2
MOB2	4545	25	38	20	46	49	89
DUSP8	4960	7	3	4	26	40	50
KRTAP5-AS1	2931	2	0	1	3	3	0
KRTAP5-1	942	0	0	1	2	5	1
KRTAP5-2	1118	0	0	0	0	0	0
KRTAP5-3	899	0	0	0	0	0	0
KRTAP5-4	1181	0	0	0	0	0	0
KRTAP5-5	933	0	0	0	0	0	0
AP006285.2	588	0	0	0	0	0	0
FAM99A	2158	0	0	0	0	0	0
FAM99B	1067	0	0	0	0	0	0
AP006285.1	587	0	0	0	0	0	0
KRTAP5-6	561	0	0	0	0	0	0
IFITM10	4792	0	0	0	1	0	3
AC068580.4	4807	0	0	1	0	0	1
CTSD	3079	5	16	3	9	1	3
AC068580.3	2015	0	0	0	0	0	0
AC068580.1	252	0	0	0	0	0	0
AC068580.5	423	0	2	0	0	0	0
AC068580.2	338	0	0	0	0	0	0
RPL36AP39	318	0	1	0	0	0	0
AC139143.1	1207	1	1	0	3	2	0
SYT8	4704	0	1	0	0	0	0
TNNI2	1090	0	0	0	1	0	1
LSP1	5399	0	0	0	1	0	0
MIR4298	73	0	0	0	0	0	0
AC051649.1	330	0	0	0	0	0	0
MIR7847	103	0	0	0	0	0	0
PRR33	3319	0	0	0	0	0	0
LINC01150	1299	0	0	0	0	0	0
TNNT3	2717	1	0	0	2	4	9
MRPL23	2975	48	50	60	20	36	27
MRPL23-AS1	1876	0	0	0	1	0	0
LINC01219	923	0	0	0	0	0	0
H19	2897	0	0	0	0	0	0
RF01972	71	0	0	0	0	0	0
MIR675	73	0	0	0	0	0	0
RF01973	69	0	0	0	0	0	0
IGF2	6259	0	0	0	6	3	1
AC132217.2	5584	0	0	0	0	0	0
AC132217.1	373	0	0	0	0	0	0
INS-IGF2	1826	0	0	0	0	0	0
MIR483	76	0	0	0	0	0	0
IGF2-AS	2869	0	0	0	0	0	2
INS	776	0	0	0	0	0	0
TH	3243	0	0	1	0	1	0
MIR4686	76	0	0	0	0	0	0
ASCL2	1852	6	0	2	0	0	2
C11orf21	4199	0	0	0	0	0	0
TSPAN32	3793	0	0	0	4	0	0
RNU6-878P	110	0	0	0	0	0	0
CD81-AS1	1542	0	0	0	0	2	1
RPL26P30	1178	0	1	0	0	0	0
CD81	7394	1621	2000	2016	1668	1591	2096
TSSC4	2659	75	33	85	63	67	112
AC124057.1	404	0	0	0	0	0	0
TRPM5	3962	0	0	0	0	3	4
KCNQ1	4447	11	8	11	24	4	10
KCNQ1OT1	91667	2	8	4	17	42	37
RF01946	464	0	0	0	0	0	0
RF01947	196	0	0	0	0	0	0
RF01948	116	0	0	0	0	0	0
RF01950	226	0	0	0	0	0	0
COX6CP18	222	0	0	0	0	0	0
KCNQ1-AS1	1084	0	0	0	0	0	0
KCNQ1DN	1093	0	0	0	0	0	0
AC013791.1	62	0	0	0	0	0	0
CDKN1C	2478	405	186	449	431	661	749
SLC22A18AS	1782	0	0	0	0	0	4
SLC22A18	5227	71	111	126	89	77	178
PHLDA2	920	56	61	50	116	95	173
NAP1L4	5200	590	318	740	730	879	904
SNORA54	123	2	0	3	8	11	9
AC131971.1	1482	0	0	0	0	0	0
CARS	10037	281	122	369	161	194	249
CARS-AS1	2683	0	0	0	0	0	0
RNU1-91P	163	0	0	0	2	0	0
AC108448.3	2507	0	0	0	0	0	0
AC108448.2	730	0	0	0	0	0	1
OSBPL5	7473	40	13	48	150	137	163
AC108448.1	293	0	0	4	0	0	0
MRGPRG	870	0	0	0	0	0	0
MRGPRG-AS1	2012	0	0	0	0	0	0
MRGPRE	4072	2	0	0	0	0	0
AC109309.1	435	0	0	0	0	0	0
NDUFA5P8	346	0	0	0	0	0	0
AC109309.2	332	0	0	0	0	0	0
NDUFA5P1	341	0	0	0	0	0	0
AC123788.2	283	0	0	0	0	0	0
AC123788.1	783	0	0	0	0	0	0
ZNF195	11711	131	103	158	112	147	201
TSSC2	3666	102	44	76	112	138	181
OR7E12P	973	0	0	0	1	0	0
FAM86GP	971	0	0	1	1	0	0
AC127526.3	1110	0	0	0	0	0	0
AC127526.1	450	0	0	0	0	0	0
AC127526.5	1217	0	1	0	0	0	0
AC127526.2	1377	0	0	3	0	0	0
AC127526.4	1173	0	0	0	0	0	0
SNRPCP5	189	0	0	0	0	0	0
